Rank,Host,Port,TLS,Transport,Latency Avg,Speed Mbps,Status,Error
320,172.67.70.149,443,tls,ws,228.12430063883463,6.182705305037051,SUCCESS,
321,172.64.32.75,443,tls,ws,228.12700271606445,5.799021572448901,SUCCESS,
322,46.229.243.131,8443,tls,tcp,228.1945546468099,3.128738266799781,SUCCESS,
323,167.82.0.1,80,none,ws,228.42510541280112,5.652198052464336,SUCCESS,
324,162.159.36.5,443,tls,ws,228.44711939493814,6.1516666798056,SUCCESS,
325,77.74.123.166,8443,tls,tcp,228.7431557973226,2.525320577394916,SUCCESS,
326,172.64.146.138,443,tls,ws,228.77192497253418,5.351217061668817,SUCCESS,
327,167.82.0.1,80,none,ws,228.79250844319662,2.46976043470286,SUCCESS,
328,104.27.24.252,443,tls,ws,229.3559710184733,6.22096084927611,SUCCESS,
329,172.64.147.137,443,tls,ws,229.6595573425293,5.760880359143018,SUCCESS,
330,66.81.247.155,443,tls,ws,230.14283180236816,6.074553805562832,SUCCESS,
331,46.229.243.70,8443,tls,tcp,230.60997327168783,5.746917926525554,SUCCESS,
332,167.82.0.1,80,none,ws,230.82208633422852,6.29886267514814,SUCCESS,
333,141.193.213.11,443,tls,ws,231.08323415120444,6.119438953482541,SUCCESS,
334,46.229.243.132,8443,tls,tcp,231.27261797587076,6.05470856970043,SUCCESS,
335,173.245.58.75,443,tls,ws,231.4136028289795,6.227519998277683,SUCCESS,
336,46.229.243.71,8443,tls,tcp,231.53297106424967,2.8349495762458043,SUCCESS,
337,172.64.147.137,443,tls,ws,231.60107930501303,6.1881407360646445,SUCCESS,
338,46.229.243.69,8443,tls,tcp,231.8106492360433,6.232551763746348,SUCCESS,
339,162.249.126.76,8443,tls,tcp,231.83671633402506,4.952639098009597,SUCCESS,
340,172.64.32.75,443,tls,ws,232.21119244893393,5.827110668004323,SUCCESS,
341,172.67.211.74,80,none,ws,232.21325874328613,4.301262417213238,SUCCESS,
342,46.229.243.137,8443,tls,tcp,232.5450579325358,3.2580699160334903,SUCCESS,
343,162.249.126.75,8443,tls,tcp,232.59552319844565,5.513110268343746,SUCCESS,
344,213.108.20.152,443,tls,tcp,232.7951192855835,6.336041137474121,SUCCESS,
345,89.116.46.68,443,tls,ws,232.81518618265787,6.146495513192979,SUCCESS,
346,188.114.97.6,443,tls,ws,232.87415504455566,6.070624878784458,SUCCESS,
347,77.74.123.167,8443,tls,tcp,233.78332455952963,2.1406348494873138,SUCCESS,
348,172.64.147.137,443,tls,ws,233.83649190266928,6.2454481257010075,SUCCESS,
349,cdg-1.fromblancwithlove.com,8443,tls,tcp,233.9489459991455,5.602062355156564,SUCCESS,
350,cdg-1.fromblancwithlove.com,8443,tls,tcp,234.2225710550944,6.361647234764777,SUCCESS,
351,46.229.243.132,8443,tls,tcp,234.6626122792562,6.523842613205313,SUCCESS,
352,46.229.243.132,8443,tls,tcp,235.10154088338217,4.436103819939391,SUCCESS,
353,46.229.243.75,8443,tls,tcp,235.49962043762207,5.7865558553934955,SUCCESS,
354,speedtest.net,80,none,ws,235.69170633951822,6.754341129088101,SUCCESS,
355,uk.noooo.win,443,tls,tcp,235.702117284139,7.3006345817691445,SUCCESS,
356,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,235.87417602539062,4.789501998978279,SUCCESS,
357,46.229.243.137,8443,tls,tcp,235.98210016886392,3.3672477604738935,SUCCESS,
358,162.249.126.75,8443,tls,tcp,236.6478443145752,5.524736518871357,SUCCESS,
359,162.159.193.138,443,tls,ws,237.05856005350748,6.136206149294018,SUCCESS,
360,172.64.147.137,443,tls,ws,237.13437716166177,6.225563853974057,SUCCESS,
361,151.101.66.219,80,none,ws,237.61343955993652,7.019118347832017,SUCCESS,
362,212.102.48.217,8443,tls,tcp,237.7760410308838,5.184119624098229,SUCCESS,
363,45.130.125.0,443,tls,ws,237.9735310872396,5.780778753249859,SUCCESS,
364,45.130.125.229,443,tls,ws,238.04489771525064,5.857733316481117,SUCCESS,
365,r1.mizulina.top,22231,tls,tcp,238.0537986755371,6.494281335752383,SUCCESS,
366,46.229.243.138,8443,tls,tcp,238.10346921284994,3.1545044227737358,SUCCESS,
367,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,238.26058705647787,5.476857335693539,SUCCESS,
368,141.193.213.10,443,tls,ws,238.6312484741211,5.414487092309088,SUCCESS,
369,46.229.243.75,8443,tls,tcp,238.6486530303955,5.983781546457882,SUCCESS,
370,172.64.146.68,443,tls,ws,238.68632316589355,5.3544961454315665,SUCCESS,
371,162.249.126.70,8443,tls,tcp,238.77032597859701,5.4789660801273365,SUCCESS,
372,cdn7-09.vk-cdnvideo.com,8443,tls,tcp,239.2885684967041,2.237467204263576,SUCCESS,
373,141.193.213.21,443,tls,ws,239.47461446126303,5.912724211108004,SUCCESS,
374,162.249.126.69,8443,tls,tcp,239.99675114949545,5.3023709450121155,SUCCESS,
375,213.199.39.156,30001,none,ws,240.48964182535806,5.2349874384697195,SUCCESS,
376,46.229.243.70,8443,tls,tcp,240.74467023213705,3.2146323382254756,SUCCESS,
377,cdg-1.fromblancwithlove.com,8443,tls,tcp,241.1989370981852,5.987080676452541,SUCCESS,
378,162.249.126.68,8443,tls,tcp,241.75500869750977,5.80613898631801,SUCCESS,
379,46.229.243.137,8443,tls,tcp,241.84083938598633,2.4303001230634136,SUCCESS,
380,cdn7-09.vk-cdnvideo.com,8443,tls,tcp,242.2792911529541,2.346278863197285,SUCCESS,
381,46.229.243.69,8443,tls,tcp,242.76908238728842,4.967573947117056,SUCCESS,
382,cdn7-39.vk-cdnvideo.com,8443,tls,tcp,242.78084437052408,5.583224650932317,SUCCESS,
383,89.116.46.68,443,tls,ws,242.85689989725748,5.4961890478614706,SUCCESS,
384,173.245.58.75,443,tls,ws,243.31299463907877,5.9762201010284155,SUCCESS,
385,108.162.192.75,443,tls,ws,243.58892440795898,6.182988983571637,SUCCESS,
386,77.74.123.171,8443,tls,tcp,243.9577579498291,3.2958221076547365,SUCCESS,
387,173.245.58.75,443,tls,ws,244.03627713521323,1.706968542969966,SUCCESS,
388,46.229.243.137,8443,tls,tcp,245.07427215576172,2.7980759785342952,SUCCESS,
389,ov-italy1.09vpn.com,80,none,ws,245.27812004089355,2.030379665338391,SUCCESS,
390,46.229.243.68,8443,tls,tcp,246.44080797831217,2.5836771364534177,SUCCESS,
391,46.229.243.69,8443,tls,tcp,246.69345219930014,4.612355190489164,SUCCESS,
392,162.249.126.68,8443,tls,tcp,247.74344762166342,2.6360356055839493,SUCCESS,
393,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,248.90653292338052,5.629520763728596,SUCCESS,
394,46.229.243.74,8443,tls,tcp,249.0058739980062,3.217930105624314,SUCCESS,
395,46.229.243.138,8443,tls,tcp,249.0516503651937,2.6495555098974477,SUCCESS,
396,46.229.243.137,8443,tls,tcp,249.0697701772054,3.1839160885609554,SUCCESS,
397,46.229.243.71,8443,tls,tcp,249.23054377237955,3.1999728395859983,SUCCESS,
398,188.114.97.3,80,none,ws,249.4800885518392,4.2021446766986355,SUCCESS,
399,46.229.243.137,8443,tls,tcp,249.61177508036295,2.929627164909326,SUCCESS,
400,46.229.243.138,8443,tls,tcp,249.72947438557944,3.0250878737315694,SUCCESS,
401,46.229.243.137,8443,tls,tcp,250.5643367767334,2.930750234974945,SUCCESS,
402,178.249.213.177,8443,tls,tcp,250.5976359049479,4.319200151171346,SUCCESS,
403,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,250.66486994425455,5.532040628007289,SUCCESS,
404,151.101.66.219,80,none,ws,251.05532010396323,6.9311772335427975,SUCCESS,
405,46.229.243.75,8443,tls,tcp,251.4501412709554,5.762500914493721,SUCCESS,
406,46.229.243.75,8443,tls,tcp,251.6783078511556,5.94707922660962,SUCCESS,
407,104.17.108.189,443,tls,ws,251.88827514648438,6.177177066057241,SUCCESS,
408,pishdad.org,8080,none,ws,252.0600954691569,4.0885052388705905,SUCCESS,
409,185.18.250.252,443,tls,ws,252.48201688130698,5.463389218078157,SUCCESS,
410,162.249.126.67,8443,tls,tcp,252.74435679117838,2.626736568032885,SUCCESS,
411,46.229.243.131,8443,tls,tcp,252.92722384134927,3.022173065231587,SUCCESS,
412,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,253.04031372070312,5.642817322825906,SUCCESS,
413,162.249.126.73,8443,tls,tcp,253.11430295308432,3.0452768775758914,SUCCESS,
414,main.boobie.eu.cc,80,none,ws,253.29367319742838,3.6451312584503186,SUCCESS,
415,46.229.243.70,8443,tls,tcp,253.34962209065756,1.9999083322580156,SUCCESS,
416,46.229.243.137,8443,tls,tcp,254.08323605855307,3.316312699928464,SUCCESS,
417,172.67.211.74,80,none,ws,254.21539942423502,4.180223960644559,SUCCESS,
418,46.229.243.69,8443,tls,tcp,254.41495577494302,5.78318090502841,SUCCESS,
419,46.229.243.137,8443,tls,tcp,254.69231605529785,3.2411692941945818,SUCCESS,
420,141.193.213.11,443,tls,ws,254.96776898701987,5.721617576670206,SUCCESS,
421,46.229.243.72,8443,tls,tcp,255.2002271016439,2.868062939640335,SUCCESS,
422,45.152.67.34,47488,none,tcp,255.261500676473,3.772440046081773,SUCCESS,
423,172.64.33.162,443,tls,ws,255.35265604654947,5.210955569232183,SUCCESS,
424,46.229.243.68,8443,tls,tcp,255.52217165629068,2.801700770954601,SUCCESS,
425,141.193.213.11,443,tls,ws,255.54323196411133,6.1749364921276735,SUCCESS,
426,104.17.108.189,443,tls,ws,255.57883580525717,5.813319214579646,SUCCESS,
427,162.249.126.72,8443,tls,tcp,255.68882624308267,1.570442622857214,SUCCESS,
428,172.64.147.137,443,tls,ws,255.7676633199056,5.246361452670233,SUCCESS,
429,104.17.121.71,443,tls,ws,256.3313643137614,6.1385635646165415,SUCCESS,
430,141.193.213.11,443,tls,ws,256.3345432281494,5.899735329401751,SUCCESS,
431,95.173.199.80,8443,tls,tcp,257.17910130818683,3.684080495364875,SUCCESS,
432,169.150.235.74,8443,tls,tcp,257.5366497039795,3.960495177096324,SUCCESS,
433,89.116.46.68,443,tls,ws,257.670799891154,6.079217962540658,SUCCESS,
434,208.103.161.170,443,tls,ws,258.303960164388,6.125573181164133,SUCCESS,
435,172.64.146.138,443,tls,ws,258.4013144175212,5.985605761405845,SUCCESS,
436,bab-6.site,443,tls,ws,258.5285504659017,5.5711273409757,SUCCESS,
437,162.159.36.20,443,tls,ws,258.9433987935384,6.149793958712566,SUCCESS,
438,46.229.243.71,8443,tls,tcp,259.0244611104329,3.101481776371753,SUCCESS,
439,www.parsvds.com,8080,none,ws,259.2492898305257,6.2497661536513,SUCCESS,
440,108.162.192.75,443,tls,ws,259.3967119852702,5.739351872440724,SUCCESS,
441,46.229.243.74,8443,tls,tcp,259.4723701477051,2.728383466212316,SUCCESS,
442,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,259.6596082051595,5.713882474746443,SUCCESS,
443,141.193.213.11,443,tls,ws,260.0381374359131,6.439747280501754,SUCCESS,
444,46.229.243.134,8443,tls,tcp,260.20359992980957,3.2675722992432115,SUCCESS,
445,173.245.58.75,443,tls,ws,260.9599431355794,6.380389861635134,SUCCESS,
446,38.180.104.124,49709,none,ws,260.98402341206867,4.395011541439354,SUCCESS,
447,162.249.126.70,8443,tls,tcp,261.369784673055,4.715488030004249,SUCCESS,
448,185.18.250.252,443,tls,ws,261.5672747294108,6.1488247858549165,SUCCESS,
449,46.229.243.69,8443,tls,tcp,261.61853472391766,6.170990172409956,SUCCESS,
450,bab-6.site,443,tls,ws,261.6398334503174,5.906935886435629,SUCCESS,
451,46.229.243.137,8443,tls,tcp,261.70825958251953,2.910246496109718,SUCCESS,
452,46.229.243.69,8443,tls,tcp,262.2244358062744,3.995944800604874,SUCCESS,
453,46.229.243.70,8443,tls,tcp,262.4677022298177,3.0680506151429032,SUCCESS,
454,141.193.213.30,443,tls,ws,262.5301678975423,5.505868677681435,SUCCESS,
455,162.249.126.73,8443,tls,tcp,262.99532254536945,3.1343387923096193,SUCCESS,
456,ov-italy1.09vpn.com,80,none,ws,262.9977862040202,2.64797477598567,SUCCESS,
457,162.249.126.67,8443,tls,tcp,263.23692003885907,2.6220633545928145,SUCCESS,
458,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,263.5494867960612,5.298361293564186,SUCCESS,
459,208.103.161.170,443,tls,ws,263.96695772806805,5.367341092102445,SUCCESS,
460,38.180.104.124,49709,none,ws,264.2060120900472,3.4594765797048854,SUCCESS,
461,151.101.0.1,80,none,ws,264.5236651102702,6.944745136681645,SUCCESS,
462,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,264.7048632303874,4.81646620564843,SUCCESS,
463,46.229.243.69,8443,tls,tcp,264.7396723429362,4.082195680573335,SUCCESS,
464,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,264.9887402852376,5.505376344086022,SUCCESS,
465,bab-6.site,443,tls,ws,265.1970386505127,5.988266689129367,SUCCESS,
466,46.229.243.70,8443,tls,tcp,265.22429784138996,3.258154067901643,SUCCESS,
467,172.64.147.236,443,tls,ws,265.5308246612549,5.257353329423611,SUCCESS,
468,cdn7-39.vk-cdnvideo.com,8443,tls,tcp,265.6376361846924,6.52816438451043,SUCCESS,
469,162.249.126.67,8443,tls,tcp,265.7476266225179,3.136348553628589,SUCCESS,
470,162.249.126.75,8443,tls,tcp,266.30369822184247,4.266421455065703,SUCCESS,
471,167.82.0.1,80,none,ws,266.46653811136883,6.07987997673462,SUCCESS,
472,46.229.243.137,8443,tls,tcp,267.2906716664632,3.0406664187937116,SUCCESS,
473,elliot.ns.cloudflare.com,443,tls,ws,267.82774925231934,5.832025776408635,SUCCESS,
474,46.229.243.138,8443,tls,tcp,269.1789468129476,1.5823591438374898,SUCCESS,
475,ov-italy1.09vpn.com,8443,tls,ws,269.73923047383624,5.838607744712364,SUCCESS,
476,172.64.33.162,443,tls,ws,270.25564511617023,5.772194769929719,SUCCESS,
477,ov-italy1.09vpn.com,80,none,ws,271.7019319534302,1.7866725337750988,SUCCESS,
478,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,271.74123128255206,4.412530088033799,SUCCESS,
479,46.229.243.130,8443,tls,tcp,273.257573445638,2.8668002507414037,SUCCESS,
480,104.21.23.131,80,none,ws,275.8138179779053,3.972752059727144,SUCCESS,
481,46.229.243.67,8443,tls,tcp,276.7059803009033,3.1558585030359017,SUCCESS,
482,46.229.243.71,8443,tls,tcp,277.4964968363444,3.259553017422851,SUCCESS,
483,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,277.4983247121175,5.536094030222586,SUCCESS,
484,162.249.126.70,8443,tls,tcp,281.34950002034503,5.658422144493135,SUCCESS,
485,185.189.58.195,29703,none,ws,282.9914093017578,2.9153093299384096,SUCCESS,
486,162.249.126.73,8443,tls,tcp,283.42342376708984,3.197420598903072,SUCCESS,
487,46.229.243.70,8443,tls,tcp,285.9310309092204,3.2794392440244144,SUCCESS,
488,162.249.126.67,8443,tls,tcp,287.17843691507977,3.246945854870337,SUCCESS,
489,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,289.9610996246338,5.203006273640121,SUCCESS,
490,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,290.9993330637614,5.224245768374928,SUCCESS,
491,198.41.216.128,2096,tls,ws,292.8484280904134,3.517183337817892,SUCCESS,
492,46.229.243.138,8443,tls,tcp,293.7292257944743,3.051276683777627,SUCCESS,
493,fr.noooo.win,443,tls,tcp,296.6183026631673,6.9786444250283735,SUCCESS,
494,199.232.197.131,80,none,ws,296.63976033528644,5.679298601943062,SUCCESS,
495,151.101.2.219,80,none,ws,300.6875514984131,6.7700635252744235,SUCCESS,
496,162.249.126.68,8443,tls,tcp,302.53299077351886,2.0577446467070746,SUCCESS,
497,109.120.132.142,40617,none,tcp,308.4112803141276,4.2744270667596425,SUCCESS,
498,199.232.197.131,80,none,ws,308.61353874206543,7.060909821680338,SUCCESS,
499,37.114.48.146,9443,tls,tcp,309.5134099324544,3.227492798255249,SUCCESS,
500,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,310.6536070505778,5.549182748902135,SUCCESS,
501,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,311.2502098083496,5.76751675452875,SUCCESS,
502,bero-3.bexum.fun,9443,tls,tcp,314.5098686218262,2.0501189400714828,SUCCESS,
503,149.202.58.99,443,tls,ws,317.07286834716797,5.602944471884949,SUCCESS,
504,speedtest.net,80,none,ws,317.154328028361,7.08139340037996,SUCCESS,
505,108.162.192.75,443,tls,ws,318.94199053446454,6.1563664658665855,SUCCESS,
506,167.82.0.1,80,none,ws,319.5844888687134,6.148307643031883,SUCCESS,
507,152.228.162.19,80,none,ws,321.8979835510254,2.312048370345223,SUCCESS,
508,bab-6.site,443,tls,ws,323.54962825775146,5.4119859574691835,SUCCESS,
509,46.229.243.130,8443,tls,tcp,324.95609919230145,3.109894339655517,SUCCESS,
510,162.249.126.67,8443,tls,tcp,325.76974232991535,3.190982514013743,SUCCESS,
511,104.16.0.0,8080,none,ws,328.341007232666,6.586457676164962,SUCCESS,
512,46.229.243.68,8443,tls,tcp,328.6008834838867,2.784893215319255,SUCCESS,
513,ov-italy1.09vpn.com,8443,tls,ws,329.8862775166829,2.6031659782053405,SUCCESS,
514,199.232.197.131,80,none,ws,331.2253952026367,7.008350218337146,SUCCESS,
515,84.17.37.19,8443,tls,tcp,332.8897953033447,3.4102954145360216,SUCCESS,
516,main.boobie.eu.cc,80,none,ws,338.09542655944824,4.115094096889265,SUCCESS,
517,172.64.35.45,443,tls,ws,340.3206666310628,3.5845297814249095,SUCCESS,
518,speedtest.net,80,none,ws,343.75421206156415,6.343664357663571,SUCCESS,
519,108.162.195.45,443,tls,ws,344.11342938741046,3.182464480373142,SUCCESS,
520,172.64.35.45,443,tls,ws,344.45810317993164,3.4518598592156393,SUCCESS,
521,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,345.7944393157959,5.648301870022723,SUCCESS,
522,46.229.243.67,8443,tls,tcp,349.9449888865153,2.7952445965811883,SUCCESS,
523,64.7.199.242,14342,none,ws,352.24119822184247,3.3606448060307743,SUCCESS,
524,199.232.197.131,80,none,ws,354.0884653727214,3.737221698684282,SUCCESS,
525,167.82.0.1,80,none,ws,359.59839820861816,6.427078195622081,SUCCESS,
526,108.162.195.45,443,tls,ws,361.74194018046063,3.4346025456306775,SUCCESS,
527,46.229.243.137,8443,tls,tcp,362.06666628519696,3.608471766174384,SUCCESS,
528,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,364.181915918986,5.418802262127834,SUCCESS,
529,64.7.199.242,14342,none,ws,367.27722485860187,3.5057600230858545,SUCCESS,
530,108.162.195.45,443,tls,ws,372.6042906443278,3.6039414500774503,SUCCESS,
531,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,373.227596282959,4.910164204640904,SUCCESS,
532,199.232.197.131,80,none,ws,382.51209259033203,5.691222021288974,SUCCESS,
533,116.206.124.228,80,none,ws,385.89946428934735,2.9364165572766256,SUCCESS,
534,speedtest.net,80,none,ws,395.9970474243164,5.908059148147509,SUCCESS,
535,162.159.44.45,443,tls,ws,396.5485095977783,3.601391595687659,SUCCESS,
536,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,398.02900950113934,4.925521709727362,SUCCESS,
537,162.159.44.45,443,tls,ws,413.51596514383954,3.6508689606908296,SUCCESS,
538,199.232.197.131,80,none,ws,418.8122749328613,4.462405311090306,SUCCESS,
539,199.232.197.131,80,none,ws,421.4785099029541,6.923664456063751,SUCCESS,
540,46.229.243.75,8443,tls,tcp,434.51698621114093,6.175204684217268,SUCCESS,
541,sahanwickramasinghevip.shop,443,tls,tcp,443.7561829884847,3.0680896089347063,SUCCESS,
542,199.232.197.131,80,none,ws,460.9227180480957,7.0268854381537755,SUCCESS,
543,46.229.243.75,8443,tls,tcp,467.65295664469403,6.088952288699073,SUCCESS,
544,46.229.243.75,8443,tls,tcp,471.00114822387695,5.9197403350289255,SUCCESS,
545,46.229.243.68,8443,tls,tcp,488.22712898254395,3.004364572628061,SUCCESS,
546,cdn9-33.vk-cdnvideo.com,8443,tls,tcp,502.12375322977704,5.445842287490483,SUCCESS,
547,139.162.3.14,443,tls,tcp,503.35971514383954,3.093755707824656,SUCCESS,
548,46.229.243.132,8443,tls,tcp,514.0928427378336,5.976406376152533,SUCCESS,
549,sca26.myfymain.com,8880,none,grpc,518.497625986735,6.456512712166081,SUCCESS,
550,46.229.243.69,8443,tls,tcp,518.868605295817,5.5646054917308945,SUCCESS,
551,speedtest.net,80,none,ws,520.1816558837891,6.842667973977233,SUCCESS,
552,46.229.243.69,8443,tls,tcp,531.079371770223,6.168038559946795,SUCCESS,
553,199.232.197.131,80,none,ws,547.1486250559489,6.942236428996302,SUCCESS,
554,sca23.myfymain.com,8880,none,grpc,554.7313690185547,3.474161194075593,SUCCESS,
555,cdn7-39.vk-cdnvideo.com,8443,tls,tcp,580.6378523508707,6.2931850525932,SUCCESS,
556,cdn7-39.vk-cdnvideo.com,8443,tls,tcp,584.619919459025,6.316623005208502,SUCCESS,
557,speedtest.net,80,none,ws,585.7124328613281,6.935131089734117,SUCCESS,
558,46.229.243.69,8443,tls,tcp,588.9207522074381,5.581275340092632,SUCCESS,
559,199.232.197.131,80,none,ws,595.122496287028,3.845319615014591,SUCCESS,
560,fr.noooo.win,443,tls,tcp,598.3018080393473,6.5946594834007515,SUCCESS,
561,162.249.126.75,8443,tls,tcp,600.2753575642904,4.333465666308584,SUCCESS,
562,46.229.243.69,8443,tls,tcp,608.1758340199789,5.3719529200512435,SUCCESS,
563,46.229.243.74,8443,tls,tcp,684.4987074534098,6.429368773030339,SUCCESS,
564,162.249.126.75,8443,tls,tcp,704.5938968658447,5.301427641515993,SUCCESS,
565,fr.noooo.win,443,tls,tcp,709.8539670308431,4.5371025117218915,SUCCESS,
566,151.101.194.219,80,none,ws,715.625524520874,6.779026462389353,SUCCESS,
567,38.54.45.184,443,tls,tcp,723.1987317403158,2.4493755756732267,SUCCESS,
568,162.249.126.74,8443,tls,tcp,793.0096785227457,5.4524145887667474,SUCCESS,
569,162.249.126.74,8443,tls,tcp,812.8102620442709,5.63856071179989,SUCCESS,
570,162.249.126.75,8443,tls,tcp,813.4648005167643,5.2547244773923225,SUCCESS,
571,77.74.123.170,8443,tls,tcp,859.0050538380941,6.960929965282928,SUCCESS,
572,162.249.126.74,8443,tls,tcp,860.7820669809977,2.2131377059290074,SUCCESS,
